order_id,order_date,customer_name,customer_segment,region,sales_rep,product_category,units,unit_price,discount_pct,order_value,payment_terms,status,delivery_days
MER-101204,2026-08-21,Customer 1000,SMB,South,Meera Iyer,Lubricants,1,1493.93,5,1419.23,Prepaid,Delivered,11
MER-101449,2026-07-19,Customer 4572,Small Business, West,Priya Menon,Bearings & Drives,1,4146.69,0,4146.69,Prepaid,Delivered,18
MER-101797,2026-08-03,Customer 3045,Enterprise,West,Priya Menon,Hand Tools,5,970.63,12,4270.77,Prepaid,pending,
MER-102115,2026-07-16,Customer 2955,Mid-Market,East,Vikram Shah,Bearings & Drives,2,3655.61,10,6580.10,Prepaid,Delivered,11
MER-103865,2026-09-08,Customer 4970,SMB,West,Karan Bhatia,Safety Equipment,3,1887.31,5,5378.83,Net 30,delivered,16
MER-102368,2026-07-28,Customer 4958,Enterprise,North,Priya Menon,Bearings & Drives,25,3636.71,12,80007.62,Net 30,CANCELLED,
MER-100449,2026-07-24,Customer 3367,Mid-Market,East,Arjun Desai,Bearings & Drives,5,3578.72,8,16462.11,Prepaid,Delivered,19
MER-100335,2026-07-27,Customer 1890,Mid-Market,East,Anita Rao,Fasteners,2,272.34,5,517.45,Prepaid,Delivered,21
MER-103191,2026-09-14,Customer 1221,Mid-Market,West,Meera Iyer,Lubricants,5,1573.85,0,7869.25,Net 30,Pending,
MER-101775,2026-07-17,Customer 2985,SMB,East,Vikram Shah,Lubricants,2,1240.40,0,2480.80,Prepaid,delivered,5
MER-102738,2026-09-23,Customer 1601,SMB,North,Sneha Kulkarni,Lubricants,1,1363.74,5,1295.55,Net 60,Delivered,9
MER-102549,2026-08-06,Customer 4701,SMB,West,Rahul Nair,Power Tools,3,7899.29,0,23697.87,Net 60,Cancelled,
MER-102597,2026-07-14,Customer 2175,Enterprise,South,Arjun Desai,Bearings & Drives,25,3609.52,0,90238.00,Net 60,delivered,2
MER-103211,2026-07-02,Customer 1700,Enterprise,West,Sneha Kulkarni,Safety Equipment,5,1806.10,0,9030.50,Prepaid,Returned,6
MER-103975,2026-08-20,Customer 1333,Mid-Market,North,Rahul Nair,Bearings & Drives,10,4276.25,10,38486.25,Net 30,Delivered,19
MER-100580,2026-07-29,Customer 2349,SMB,West,Anita Rao,Power Tools,2,8632.43,0,17264.86,Prepaid,Cancelled,
MER-100713,2026-07-08,Customer 4463,Mid-Market,South,Rahul Nair,Power Tools,2,8309.22,0,16618.44,Net 30,delivered,12
MER-101076,2026-08-01,Customer 2753,Mid-Market,North,Arjun Desai,Fasteners,5,279.71,8,1286.67,Net 30,Delivered,10
MER-102142,2026-08-24,Customer 4091,Small Business,South,Vikram Shah,Electricals,1,3603.30,0,3603.30,Net 60,pending,
MER-103435,2026-09-25,Customer 3287,Enterprise,East,Sneha Kulkarni,Bearings & Drives,5,4547.38,12,20008.47,Net 30,delivered,17
MER-101236,2026-09-11,Customer 3660,Mid-Market,West,Vikram Shah,Fasteners,5,365.04,5,1733.94,Net 30,Delivered,9
MER-102974,2026-07-19,Customer 1988,Mid-Market,South,Karan Bhatia,Power Tools,5,8335.85,0,41679.25,Prepaid,Delivered,10
MER-103358,2026-09-29,Customer 4884,Small Business,South,Karan Bhatia,Bearings & Drives,1,4568.41,0,4568.41,Net 60,delivered,8
MER-103015,2026-08-27,Customer 3943,SMB,West,Rahul Nair,Power Tools,3,8903.55,0,,Net 60,delivered,17
MER-100056,2026-07-31,Customer 2421,Enterprise,North,Rahul Nair,Safety Equipment,10,1958.13,12,17231.54,Net 30,Delivered,16
MER-103540,2026-07-30,Customer 1167,Mid-Market,West,Rahul Nair,Fasteners,5,350.42,8,1611.93,Prepaid,Delivered,13
MER-103113,2026-07-28,Customer 3373,SMB,West,Rahul Nair,Bearings & Drives,3,3713.33,5,10582.99,Prepaid,Pending,
MER-103819,2026-07-31,Customer 1541,Mid-Market,South,Priya Menon,Electricals,5,3325.65,5,15796.84,Prepaid,Delivered,12
MER-101336,2026-09-26,Customer 1323,Mid-Market,West,Sneha Kulkarni,Power Tools,10,8382.18,0,83821.80,Net 60,Cancelled,
MER-102594,2026-07-20,Customer 1307,Mid-Market, South,Vikram Shah,Lubricants,2,1383.25,10,2489.85,Net 60,Delivered,17
MER-102909,2026-08-16,Customer 3951,Enterprise,North ,Arjun Desai,Fasteners,50,299.48,10,13476.60,Prepaid,Delivered,17
MER-103742,2026-07-24,Customer 1349,Enterprise,East,Karan Bhatia,Pneumatics,100,5061.27,10,455514.30,Net 30,Pending,
MER-102802,2026-09-23,Customer 1690,SMB,North,Vikram Shah,Hand Tools,1,911.50,0,911.50,Net 30,Delivered,15
MER-101039,2026-07-24,Customer 4373,SMB,West,Karan Bhatia,Electricals,1,2785.52,0,2785.52,Net 30,Pending,
MER-101960,2026-08-18,Customer 4789,SMB,East,Anita Rao,Pneumatics,1,5820.52,5,5529.49,Net 60,Delivered,4
MER-101925,2026-07-04,Customer 3884,Enterprise,South,Anita Rao,Pneumatics,5,4880.48,15,32352.61,Net 30,DELIVERED,4
MER-100301,2026-07-09,Customer 3934,Enterprise,South,Karan Bhatia,Electricals,25,3000.74,8,69017.02,Net 30,Delivered,18
MER-102542,2026-07-01,Customer 2606,Mid-Market,West,Arjun Desai,Electricals,2,3436.34,8,6322.87,Net 60,Delivered,19
MER-102277,2026-07-24,Customer 4237,SMB,North,Meera Iyer,Pneumatics,1,4682.80,0,4682.80,Net 30,Delivered,12
MER-101839,2026-08-02,Customer 4721,SMB,West,Karan Bhatia,Lubricants,2,1458.30,0,2916.60,Net 30,delivered,7
MER-101741,2026-09-29,Customer 2196,SMB,West,Anita Rao,Hand Tools,2,820.84,0,1641.68,Prepaid,Delivered,20
MER-101228,2026-09-20,Customer 4690,Enterprise,South,Sneha Kulkarni,Hand Tools,10,1035.06,15,8798.01,Net 60,Returned,19
MER-102581,2026-07-03,Customer 3636,Mid-Market,North,Vikram Shah,Safety Equipment,5,2122.37,8,9762.90,Net 30,Delivered,12
MER-102928,2026-07-10,Customer 1504,Mid-Market,South,Karan Bhatia,Lubricants,5,1381.14,5,6560.41,Net 30,Delivered,19
MER-102021,2026-09-24,Customer 3951,SMB,North,Meera Iyer,Pneumatics,5,5229.90,0,26149.50,Net 30,Delivered,12
MER-100193,2026-09-04,Customer 3955,Mid-Market,South,Priya Menon,Lubricants,2,1682.15,0,3364.30,Net 30,delivered,18
MER-102675,2026-08-09,Customer 3106,SMB,West,Meera Iyer,Lubricants,3,1325.64,0,3976.92,Net 30,delivered,18
MER-102595,2026-08-04,Customer 2717,Small Business,South,Anita Rao,Electricals,2,3495.11,0,6990.22,Prepaid,Delivered,9
MER-102598,2026-09-13,Customer 2095,Mid-Market,South,Sneha Kulkarni,Pneumatics,2,5411.69,8,9957.51,Net 60,Delivered,21
MER-100415,2026-09-20,Customer 1481,SMB,West,Rahul Nair,Electricals,3,3234.37,0,9703.11,Net 30,Delivered,14
MER-100227,2026-08-21,Customer 4390,SMB,South,Arjun Desai,Safety Equipment,1,2020.99,0,2020.99,Net 30,Delivered,21
MER-100496,2026-07-31,Customer 1824,Mid-Market,North,Anita Rao,Electricals,5,3253.99,0,16269.95,Net 30,Delivered,9
MER-101427,2026-08-21,Customer 1556,SMB,North,Vikram Shah,Bearings & Drives,1,4420.14,0,,Prepaid,Delivered,6
MER-101171,2026-08-21,Customer 3947,SMB,East,Vikram Shah,Fasteners,3,272.49,5,776.60,Net 30,Delivered,8
MER-100611,2026-07-13,Customer 2346,Mid-Market,West,Arjun Desai,Hand Tools,2,1080.48,5,2052.91,Net 60,Delivered,15
MER-101134,2026-09-30,Customer 1286,Small Business,West,Anita Rao,Hand Tools,3,947.45,0,2842.35,Net 30,DELIVERED,14
MER-103385,2026-07-07,Customer 1691,Mid-Market,North,Sneha Kulkarni,Bearings & Drives,5,4525.93,0,22629.65,Net 30,Delivered,8
MER-101107,2026-07-24,Customer 3124,SMB,West,Priya Menon,Bearings & Drives,5,4124.66,0,20623.30,Prepaid,Delivered,21
MER-103637,2026-07-23,Customer 1993,Mid-Market,South,Karan Bhatia,Hand Tools,25,1021.61,0,25540.25,Prepaid,Delivered,14
MER-102987,2026-09-30,Customer 3086,SMB,West,Meera Iyer,Power Tools,5,6796.68,0,33983.40,Net 30,Delivered,14
MER-100527,2026-09-12,Customer 3896,Enterprise,North,Priya Menon,Pneumatics,50,5852.04,8,269193.84,Net 30,Delivered,17
MER-100472,2026-07-31,Customer 1265,Enterprise,West,Sneha Kulkarni,Safety Equipment,25,1639.52,12,36069.44,Net 60,delivered,16
MER-103091,2026-07-15,Customer 1327,SMB,West,Arjun Desai,Safety Equipment,2,1800.59,0,3601.18,Prepaid,Delivered,12
MER-103095,2026-08-05,Customer 2594,Small Business,West,Rahul Nair,Hand Tools,2,1087.03,0,2174.06,Net 30,Pending,
MER-101583,2026-07-16,Customer 1545,SMB,West,Vikram Shah,Safety Equipment,3,2046.21,5,5831.70,Net 30,Cancelled,
MER-101070,2026-08-14,Customer 1996,Enterprise,North,Meera Iyer,Power Tools,100,8933.43,10,804008.70,Net 60,Cancelled,
MER-100673,2026-09-15,Customer 2362,SMB,West,Rahul Nair,Power Tools,5,7326.52,5,34800.97,Net 30,Delivered,16
MER-102303,2026-09-21,Customer 1152,SMB,South,Arjun Desai,Lubricants,3,1241.64,0,3724.92,Prepaid,Delivered,20
MER-103174,2026-09-06,Customer 2236,Small Business,North,Arjun Desai,Bearings & Drives,1,3648.12,5,3465.71,Net 30,Delivered,5
MER-102691,2026-08-24,Customer 3280,SMB,East,Arjun Desai,Electricals,1,2668.48,0,2668.48,Prepaid,DELIVERED,8
MER-101318,2026-09-23,Customer 2483,SMB,South,Rahul Nair,Power Tools,2,8119.49,0,16238.98,Prepaid,Returned,6
MER-103711,2026-08-08,Customer 1724,Enterprise,West,Sneha Kulkarni,Pneumatics,25,5314.02,10,119565.45,Net 30,delivered,16
MER-101131,2026-08-21,Customer 2799,Mid-Market,North,Anita Rao,Power Tools,10,7174.18,8,102542.82,Prepaid,Delivered,7
MER-100938,2026-09-09,Customer 1505,SMB, East,Meera Iyer,Hand Tools,1,1110.81,0,1110.81,Prepaid,Delivered,6
MER-103925,2026-08-03,Customer 1930,SMB,North,Karan Bhatia,Fasteners,1,290.38,0,290.38,Prepaid,Cancelled,
MER-103311,2026-09-10,Customer 2666,Mid-Market,South,Anita Rao,Lubricants,25,1476.43,0,69955.82,Net 30,Delivered,3
MER-103249,2026-07-17,Customer 3143,Enterprise,South,Rahul Nair,Power Tools,5,7016.96,0,35084.80,Net 60,Delivered,2
MER-100098,2026-07-11,Customer 1200,Mid-Market,West,Anita Rao,Lubricants,10,1307.84,5,12424.48,Net 30,Delivered,13
MER-102241,2026-09-16,Customer 4659,SMB,North,Vikram Shah,Power Tools,2,7342.47,0,14684.94,Net 30,DELIVERED,18
MER-103232,2026-09-06,Customer 3093,Mid-Market,North,Anita Rao,Electricals,10,2731.41,0,27314.10,Net 60,Delivered,15
MER-100299,2026-08-09,Customer 4940,Small Business,West,Vikram Shah,Lubricants,1,1284.61,0,1284.61,Net 30,Delivered,7
MER-100982,2026-07-16,Customer 1604,SMB,South,Vikram Shah,Lubricants,2,1401.95,0,2803.90,Prepaid,delivered,6
MER-103920,2026-09-11,Customer 2835,Mid-Market,East,Meera Iyer,Hand Tools,5,1113.17,8,5120.58,Net 60,cancelled,
MER-103936,2026-09-22,Customer 4084,Enterprise,West,Karan Bhatia,Bearings & Drives,100,4767.82,12,419568.16,Net 30,Delivered,11
MER-100965,2026-07-31,Customer 3402,SMB,South,Meera Iyer,Bearings & Drives,5,4828.86,0,24144.30,Prepaid,Pending,
MER-103131,2026-08-24,Customer 2707,Mid-Market,West,Vikram Shah,Fasteners,5,334.52,0,1672.60,Net 60,Pending,
MER-100047,2026-07-15,Customer 2187,SMB,South,Rahul Nair,Safety Equipment,3,1809.72,5,5157.70,Net 30,Delivered,12
MER-103505,2026-08-03,Customer 3733,Mid-Market,North,Anita Rao,Power Tools,10,7780.27,5,103003.80,Net 30,returned,3
MER-102169,2026-07-18,Customer 1092,SMB,East,Priya Menon,Bearings & Drives,2,3995.47,0,7990.94,Net 60,Delivered,9
MER-100532,2026-07-24,Customer 3122,SMB, West,Rahul Nair,Electricals,1,3000.14,5,2850.13,Net 30,pending,
MER-102324,2026-07-22,Customer 4984,Mid-Market,North,Priya Menon,Power Tools,2,8254.82,0,16509.64,Net 60,Cancelled,
MER-102367,2026-08-07,Customer 1316,Mid-Market,West,Anita Rao,Hand Tools,2,1035.35,8,1905.04,Net 30,delivered,17
MER-103004,2026-08-08,Customer 3595,SMB,West,Priya Menon,Electricals,1,3317.62,5,3151.74,Prepaid,Delivered,17
MER-103243,2026-08-18,Customer 4306,SMB,West,Karan Bhatia,Fasteners,3,329.01,0,987.03,Net 30,DELIVERED,15
MER-100579,2026-09-13,Customer 1650,SMB,North,Priya Menon,Safety Equipment,1,1979.54,0,1979.54,Net 30,Delivered,21
MER-102158,2026-09-23,Customer 3733,Mid-Market,West,Karan Bhatia,Safety Equipment,2,1873.91,5,3560.43,Net 30,Delivered,10
MER-103829,2026-09-24,Customer 3252,SMB,South,Vikram Shah,Power Tools,2,7241.74,0,14483.48,Net 30,Delivered,7
MER-102577,2026-09-10,Customer 3753,Small Business,West,Meera Iyer,Fasteners,2,375.73,5,713.89,Net 30,Delivered,9
MER-100157,2026-09-04,Customer 1574,SMB,East,Rahul Nair,Safety Equipment,2,1951.94,0,3903.88,Net 60,CANCELLED,
MER-103838,2026-08-02,Customer 3728,SMB,South,Anita Rao,Safety Equipment,1,1709.64,0,1709.64,Net 60,returned,3
MER-103744,2026-08-08,Customer 2155,SMB,West,Anita Rao,Hand Tools,1,1041.95,0,1041.95,Net 30,Delivered,11
MER-100610,2026-07-13,Customer 3821,SMB,North,Meera Iyer,Safety Equipment,1,1638.66,5,1556.73,Net 60,Returned,4
MER-103904,2026-08-11,Customer 1468,SMB,North,Anita Rao,Hand Tools,3,889.54,0,4619.98,Net 30,Delivered,20
MER-100745,2026-09-29,Customer 2663,SMB,West,Karan Bhatia,Safety Equipment,2,1649.63,0,3299.26,Net 60,Delivered,9
MER-101300,2026-08-25,Customer 3270,Mid-Market,South,Karan Bhatia,Bearings & Drives,2,3749.44,0,7498.88,Net 30,delivered,10
MER-103676,2026-08-25,Customer 3962,Small Business,West,Anita Rao,Bearings & Drives,3,3803.39,0,11410.17,Prepaid,Delivered,6
MER-101322,2026-08-30,Customer 1654,SMB,West,Anita Rao,Safety Equipment,1,1942.20,0,2572.57,Prepaid,Cancelled,
MER-101275,2026-09-06,Customer 4838,Mid-Market,South,Sneha Kulkarni,Power Tools,10,6730.62,8,61921.70,Prepaid,delivered,16
MER-100020,2026-09-06,Customer 1500,Enterprise,North,Anita Rao,Hand Tools,10,981.47,12,8636.94,Net 30,Delivered,5
MER-100714,2026-07-01,Customer 4797,Mid-Market,West,Meera Iyer,Bearings & Drives,10,4128.67,10,37158.03,Net 30,DELIVERED,16
MER-102778,2026-08-21,Customer 4994,SMB,West,Vikram Shah,Bearings & Drives,2,4931.51,0,9863.02,Net 30,delivered,11
MER-101799,2026-07-31,Customer 4160,Mid-Market,West,Meera Iyer,Bearings & Drives,25,4881.26,0,122031.50,Prepaid,Pending,
MER-102248,2026-07-24,Customer 2653,SMB,North,Arjun Desai,Hand Tools,2,934.96,0,1869.92,Net 60,Delivered,4
MER-101269,2026-07-01,Customer 2277,Mid-Market,West,Meera Iyer,Electricals,5,3193.54,8,14690.28,Net 30,Delivered,6
MER-100453,2026-09-27,Customer 1554,Small Business,North,Sneha Kulkarni,Pneumatics,3,4917.92,0,14753.76,Net 30,pending,
MER-103129,2026-07-01,Customer 3570,Small Business,South,Sneha Kulkarni,Safety Equipment,1,1634.34,0,1634.34,Prepaid,Delivered,10
MER-103281,2026-07-30,Customer 1317,SMB,West,Arjun Desai,Safety Equipment,2,1810.68,0,3621.36,Net 30,pending,
MER-100271,2026-09-11,Customer 1025,Mid-Market,East ,Arjun Desai,Power Tools,10,7297.17,8,67133.96,Net 30,Delivered,2
MER-100587,2026-07-24,Customer 3093,Mid-Market,North,Sneha Kulkarni,Pneumatics,5,4596.33,0,22981.65,Net 30,Delivered,8
MER-100122,2026-07-21,Customer 1436,Mid-Market,West,Rahul Nair,Pneumatics,2,4921.51,0,9843.02,Prepaid,PENDING,
MER-102419,2026-09-28,Customer 4643,SMB,North,Karan Bhatia,Power Tools,2,7120.69,0,14241.38,Net 30,Delivered,20
MER-103750,2026-07-25,Customer 4385,SMB,West,Priya Menon,Lubricants,3,1637.86,0,4913.58,Net 60,Delivered,20
MER-102347,2026-07-30,Customer 2821,Small Business,West,Priya Menon,Fasteners,1,339.21,0,339.21,Prepaid,delivered,18
MER-102096,2026-07-11,Customer 4619,SMB,South,Anita Rao,Pneumatics,1,5098.46,5,4843.54,Net 30,delivered,14
MER-100658,2026-09-17,Customer 4302,SMB,South,Priya Menon,Hand Tools,1,1086.60,5,1032.27,Net 30,Delivered,7
MER-100647,2026-08-25,Customer 3132,SMB,South,Vikram Shah,Safety Equipment,3,1829.55,5,5214.22,Net 60,Delivered,14
MER-100302,2026-09-06,Customer 2856,SMB,North,Arjun Desai,Bearings & Drives,2,4022.59,5,7642.92,Net 30,pending,
MER-100197,2026-09-08,Customer 4592,Mid-Market,West,Priya Menon,Electricals,25,3586.62,10,80698.95,Net 60,Delivered,11
MER-101004,2026-08-20,Customer 3366,Mid-Market,South,Sneha Kulkarni,Electricals,25,3062.13,5,72725.59,Prepaid,delivered,20
MER-103246,2026-08-21,Customer 3895,Mid-Market,West,Karan Bhatia,Bearings & Drives,5,4659.79,0,23298.95,Net 60,delivered,20
MER-103498,2026-07-24,Customer 3063,Enterprise,North,Karan Bhatia,Electricals,10,3257.31,10,29315.79,Net 30,delivered,18
MER-100192,2026-07-11,Customer 1324,Small Business,North,Anita Rao,Hand Tools,5,942.22,0,7796.52,Net 60,Delivered,11
MER-100826,2026-08-30,Customer 3518,Mid-Market,East,Vikram Shah,Safety Equipment,5,1603.91,10,7217.60,Net 30,Delivered,3
MER-102517,2026-09-16,Customer 3964,Enterprise,North,Anita Rao,Electricals,10,3091.86,15,,Net 30,Cancelled,
MER-100479,2026-09-21,Customer 4570,Mid-Market,North,Sneha Kulkarni,Safety Equipment,10,1636.94,0,16369.40,Net 60,Delivered,18
MER-103397,2026-07-29,Customer 2195,Mid-Market, North,Anita Rao,Electricals,2,3282.03,10,5907.65,Prepaid,Delivered,4
MER-100653,2026-07-26,Customer 2625,Enterprise,South,Arjun Desai,Safety Equipment,50,1827.77,15,77680.22,Net 30,Delivered,18
MER-103616,2026-08-26,Customer 3318,Mid-Market,East,Priya Menon,Pneumatics,10,5885.26,8,54144.39,Prepaid,Delivered,15
MER-103606,2026-08-06,Customer 2275,Small Business,North,Arjun Desai,Electricals,2,3032.08,0,6064.16,Prepaid,Returned,15
MER-103006,2026-08-21,Customer 3800,SMB,North,Anita Rao,Lubricants,1,1516.77,0,1516.77,Net 30,cancelled,
MER-102670,2026-08-01,Customer 3341,Enterprise,East,Meera Iyer,Bearings & Drives,50,3793.26,8,174489.96,Net 30,Pending,
MER-101022,2026-08-03,Customer 4728,Mid-Market, North,Priya Menon,Pneumatics,10,5401.12,10,48610.08,Prepaid,Delivered,2
MER-101854,2026-09-20,Customer 3516,Mid-Market,North,Vikram Shah,Electricals,5,2917.30,0,14586.50,Net 30,returned,17
MER-103603,2026-08-20,Customer 2555,Mid-Market,South,Arjun Desai,Power Tools,2,7595.21,0,15190.42,Prepaid,Delivered,5
MER-103443,2026-08-03,Customer 2780,Mid-Market,South,Priya Menon,Hand Tools,10,867.82,5,8244.29,Net 30,Delivered,7
MER-100298,2026-08-25,Customer 1153,SMB,West,Karan Bhatia,Power Tools,1,7251.62,0,7251.62,Net 60,delivered,2
MER-100525,2026-09-30,Customer 4810,Enterprise,East,Vikram Shah,Bearings & Drives,10,4693.91,8,43183.97,Net 30,Delivered,14
MER-103753,2026-09-11,Customer 2395,Mid-Market,East,Karan Bhatia,Bearings & Drives,5,4000.70,0,20003.50,Net 30,Delivered,2
MER-102460,2026-07-03,Customer 3287,SMB,South,Meera Iyer,Power Tools,2,7211.34,0,14422.68,Net 30,Delivered,9
MER-102046,2026-07-02,Customer 3418,SMB,West,Sneha Kulkarni,Bearings & Drives,2,4807.08,0,9614.16,Net 30,Delivered,17
MER-100256,2026-09-14,Customer 4925,Enterprise,South,Karan Bhatia,Fasteners,10,293.21,10,2638.89,Prepaid,Delivered,2
MER-101186,2026-08-26,Customer 4206,SMB,North,Arjun Desai,Bearings & Drives,1,4169.89,0,4169.89,Net 60,Delivered,12
MER-103462,2026-08-23,Customer 1316,SMB,North,Meera Iyer,Lubricants,2,1618.35,0,3236.70,Net 30,Pending,
MER-103743,2026-07-09,Customer 2508,SMB,South,Rahul Nair,Electricals,2,2888.39,0,5776.78,Prepaid,Pending,
MER-101203,2026-09-21,Customer 3668,SMB,West,Meera Iyer,Pneumatics,1,6253.23,0,6253.23,Prepaid,Delivered,7
MER-101645,2026-09-21,Customer 2203,Mid-Market,North,Sneha Kulkarni,Pneumatics,5,4603.89,0,23019.45,Net 30,Delivered,4
MER-100251,2026-09-18,Customer 3301,Mid-Market,North,Meera Iyer,Fasteners,5,331.78,0,1658.90,Prepaid,Delivered,16
MER-102815,2026-09-04,Customer 2504,SMB,East,Sneha Kulkarni,Power Tools,1,8114.25,0,8114.25,Net 30,Pending,
MER-100604,2026-07-29,Customer 3103,Mid-Market, North,Anita Rao,Bearings & Drives,10,4576.53,0,83500.51,Prepaid,Delivered,7
MER-100383,2026-07-11,Customer 2962,Small Business,West,Priya Menon,Pneumatics,1,5158.03,0,5158.03,Prepaid,Pending,
MER-101744,2026-07-18,Customer 1178,Mid-Market,South,Karan Bhatia,Bearings & Drives,2,4523.24,8,8322.76,Prepaid,Delivered,8
MER-103276,2026-07-05,Customer 4032,SMB,West,Vikram Shah,Bearings & Drives,1,3792.30,0,3792.30,Net 30,Delivered,10
MER-103159,2026-09-29,Customer 3504,Mid-Market,West,Sneha Kulkarni,Electricals,5,3547.17,10,15962.26,Net 30,Delivered,3
MER-101492,2026-09-23,Customer 1164,SMB,West,Priya Menon,Hand Tools,1,938.79,0,938.79,Prepaid,Delivered,9
MER-102871,2026-08-20,Customer 3416,SMB,North,Anita Rao,Power Tools,1,7041.31,5,6689.24,Net 30,Delivered,12
MER-100616,2026-08-13,Customer 1805,Mid-Market,West,Meera Iyer,Hand Tools,2,1065.26,8,1960.08,Net 60,delivered,12
MER-101750,2026-08-31,Customer 3895,SMB,West,Vikram Shah,Electricals,2,3333.96,0,6667.92,Prepaid,Delivered,3
MER-100268,2026-08-31,Customer 3937,Mid-Market,South,Meera Iyer,Lubricants,10,1586.85,0,15868.50,Prepaid,Delivered,20
MER-103512,2026-07-06,Customer 3638,Mid-Market,East,Karan Bhatia,Lubricants,10,1640.72,8,15094.62,Net 30,Cancelled,
MER-103466,2026-08-23,Customer 3998,Mid-Market,East,Sneha Kulkarni,Safety Equipment,10,2074.67,8,19086.96,Net 60,Delivered,3
MER-103197,2026-07-02,Customer 1026,Enterprise,North,Arjun Desai,Bearings & Drives,50,4498.80,10,202446.00,Net 30,DELIVERED,13
MER-103501,2026-07-21,Customer 2295,SMB,North,Anita Rao,Lubricants,1,1546.21,0,1546.21,Net 30,Delivered,2
MER-101662,2026-09-20,Customer 1567,Mid-Market,West,Meera Iyer,Fasteners,25,316.74,5,7522.57,Net 30,Delivered,9
MER-101187,2026-07-18,Customer 1939,Enterprise,North,Karan Bhatia,Bearings & Drives,5,4349.06,10,19570.77,Net 30,Delivered,19
MER-100927,2026-09-02,Customer 1744,Enterprise,North,Meera Iyer,Safety Equipment,100,1751.45,12,154127.60,Prepaid,Cancelled,
MER-100671,2026-07-09,Customer 3989,Mid-Market,West,Anita Rao,Electricals,5,3061.31,5,25575.76,Net 60,Returned,5
MER-101256,2026-08-05,Customer 3024,SMB,West,Anita Rao,Fasteners,2,340.35,0,680.70,Net 30,Delivered,8
MER-102327,2026-09-18,Customer 2501,SMB, South,Arjun Desai,Fasteners,1,345.44,0,345.44,Net 30,delivered,16
MER-103805,2026-07-05,Customer 2162,SMB,West,Rahul Nair,Hand Tools,1,899.32,0,899.32,Net 60,Delivered,5
MER-100316,2026-07-26,Customer 2266,Mid-Market,North,Vikram Shah,Safety Equipment,2,2033.52,8,3741.68,Net 30,Delivered,5
MER-100159,2026-07-15,Customer 3930,Mid-Market,West,Meera Iyer,Hand Tools,2,1095.22,0,2190.44,Net 30,Delivered,13
MER-100748,2026-09-17,Customer 4895,Enterprise,West,Sneha Kulkarni,Lubricants,10,1302.66,5,20036.68,Net 60,Returned,9
MER-101622,2026-08-27,Customer 2970,Mid-Market,East,Anita Rao,Fasteners,2,289.53,5,550.11,Net 30,Cancelled,
MER-100925,2026-07-28,Customer 4160,SMB,East,Meera Iyer,Safety Equipment,1,1547.13,0,1547.13,Net 30,Delivered,10
MER-103911,2026-07-01,Customer 4684,SMB,North,Meera Iyer,Pneumatics,1,5347.16,5,5079.80,Net 30,Delivered,17
MER-103312,2026-08-06,Customer 2541,Mid-Market,West,Rahul Nair,Lubricants,2,1446.72,0,2893.44,Prepaid,Delivered,21
MER-101428,2026-07-12,Customer 2437,SMB,North,Vikram Shah,Hand Tools,1,1102.07,5,1046.97,Net 30,Pending,
MER-102803,2026-07-04,Customer 4731,SMB,West,Sneha Kulkarni,Fasteners,2,334.27,5,635.11,Net 30,Delivered,19
MER-102001,2026-08-10,Customer 2653,SMB,South,Anita Rao,Hand Tools,1,962.49,0,962.49,Net 60,returned,18
MER-102573,2026-08-22,Customer 3282,Mid-Market,North,Karan Bhatia,Bearings & Drives,10,4466.87,10,40201.83,Net 30,Delivered,6
MER-100584,2026-07-30,Customer 3290,SMB,East,Meera Iyer,Bearings & Drives,2,4091.35,0,8182.70,Net 30,Delivered,10
MER-102983,2026-08-05,Customer 1059,SMB,South,Karan Bhatia,Bearings & Drives,2,4199.48,0,8398.96,Prepaid,Delivered,18
MER-103611,2026-07-22,Customer 4302,SMB,North,Rahul Nair,Safety Equipment,3,1827.04,0,5481.12,Prepaid,Delivered,13
MER-103888,2026-07-08,Customer 2387,SMB,North,Sneha Kulkarni,Fasteners,2,375.93,0,751.86,Prepaid,Returned,11
MER-100204,2026-09-04,Customer 1172,Enterprise,West ,Vikram Shah,Fasteners,25,307.08,8,15780.26,Net 30,DELIVERED,3
MER-101329,2026-07-06,Customer 2596,Mid-Market,South,Priya Menon,Safety Equipment,2,1612.73,0,3225.46,Net 30,Delivered,12
MER-103926,2026-08-18,Customer 1484,Mid-Market,South,Karan Bhatia,Safety Equipment,2,1902.76,8,3501.08,Prepaid,delivered,7
MER-100594,2026-09-09,Customer 2324,Enterprise,North,Rahul Nair,Hand Tools,50,1072.00,8,49312.00,Net 30,Cancelled,
MER-102496,2026-09-22,Customer 4302,Enterprise,North,Sneha Kulkarni,Electricals,5,2823.59,10,12706.16,Net 30,delivered,12
MER-103043,2026-09-06,Customer 3143,Small Business,East,Sneha Kulkarni,Lubricants,2,1232.61,0,2465.22,Net 60,Pending,
MER-103437,2026-08-08,Customer 1101,Mid-Market,East,Priya Menon,Power Tools,2,7198.62,10,12957.52,Net 30,delivered,10
MER-101505,2026-07-29,Customer 1558,SMB,North,Anita Rao,Fasteners,3,369.67,0,1678.60,Net 30,delivered,10
MER-102123,2026-07-26,Customer 1298,SMB,North,Vikram Shah,Pneumatics,1,6110.21,0,6110.21,Net 30,DELIVERED,8
MER-101384,2026-08-19,Customer 4925,SMB,East ,Rahul Nair,Hand Tools,1,1050.47,5,997.95,Prepaid,Delivered,11
